"header","class","mechanism","group","F2O7_S29_L004","F2R23_S11_L004","F1O10_S21_L004","F2R33_S16_L004","F1O8_S19_L004","F2O15_S33_L004","F1O9_S20_L004","F2R24_S12_L004","F1R11_S9_L004","F1O11_S22_L004","F2R26_S13_L004","F2R35_S17_L004","F2O1_S26_L004","F204_S27_L004","F1R5_S6_L004","F2O9_S30_L004","F2R22_S10_L004","F1O12_S23_L004","F2O14_S32_L004","F1R3_S4_L004","F1R9_S8_L004","F1O13_S24_L004","F1O14_S25_L004","F1R1_S3_L004","F2O12_S31_L004","F2R30_S15_L004","F2R28_S14_L004","F1O3_S18_L004","F1R7_S7_L004","F2O5_S28_L004","F1R4_S5_L004"
"617|HQ875016.1|HQ875016|Phenicol|Phenicol_efflux_pumps|CML","Phenicol","Phenicol efflux pumps","CML",0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0
"63|DQ516954.1|DQ516954|Multi-drug_resistance|Multi-drug_efflux_pumps|MSBA","Multi-drug resistance","Multi-drug efflux pumps","MSBA",51,0,378,0,361,31,641,0,0,486,0,0,49,0,0,0,0,402,28,0,0,378,672,0,51,0,0,500,38,61,60
"651|X01385.1|X01385|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC3",1343,63,1471,192,1469,1284,1488,0,1485,623,168,302,1295,1421,24,273,0,0,1461,813,200,1470,1486,1467,1247,0,120,1410,150,78,1515
"671|AY587956.1|AY587956|betalactams|Class_D_betalactamases|OXA","betalactams","Class D betalactamases","OXA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,44,0,0,0,0,0
"672|AF181950.1|AF181950|betalactams|Penicillin_binding_protein|MECA","betalactams","Penicillin binding protein","MECA",0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"674|AF181950.1|AF181950|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT4-PRIME",0,563,822,402,516,0,1288,0,1362,463,0,78,0,0,0,0,0,0,0,7,230,23,37,972,32,20,0,486,181,0,1373
"6|AF173226.1|AF173226|Multi-drug_resistance|Multi-drug_efflux_pumps|sme","Multi-drug resistance","Multi-drug efflux pumps","sme",44,0,297,0,222,88,485,0,0,221,0,0,59,0,0,0,0,233,53,0,0,265,285,0,58,0,0,231,0,55,0
"703|JF414726.1|JF414726|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT2-DPRIME",24,0,0,0,7,0,0,0,0,17,0,0,0,68,0,0,0,0,0,0,0,10,12,0,0,0,0,13,0,0,0
"706|X04555.1|X04555|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT2-DPRIME",223,0,508,354,545,90,257,0,294,237,0,450,0,1028,0,755,0,256,153,0,340,244,287,260,216,0,0,382,0,26,593
"707|X04555.1|X04555|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT2-DPRIME",66,0,320,141,352,31,112,0,0,141,0,230,0,886,0,632,0,100,53,0,153,82,97,0,0,0,0,235,0,0,296
"736|JX560992.1|JX560992|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
"738|JX560992.1|JX560992|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT6",144,581,954,0,673,382,879,0,744,760,810,0,0,277,0,149,0,497,395,648,156,536,927,0,361,246,755,864,541,85,1074
"740|JX560992.1|JX560992|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT9",21,0,656,0,289,23,216,0,765,163,559,0,0,37,108,46,0,41,39,511,29,246,478,46,41,53,346,479,571,0,1073
"7|AF173226.1|AF173226|Multi-drug_resistance|Multi-drug_efflux_pumps|sme","Multi-drug resistance","Multi-drug efflux pumps","sme",379,0,1225,0,908,518,1996,0,0,1168,0,0,433,189,0,120,0,1189,274,0,0,1204,1579,0,391,0,0,1144,0,369,0
"807|K00544.1|BACCAT86|Phenicol|Chloramphenicol_acetyltransferases|CATA","Phenicol","Chloramphenicol acetyltransferases","CATA",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"810|AB261016.1|AB261016|Aminoglycosides|16S_rRNA_methyltransferases|NPMA","Aminoglycosides","16S rRNA methyltransferases","NPMA",0,0,490,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,117,0,0,0
"858|L06156.1|PROAAC2IA|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC2-PRIME",0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0
"871|DQ022190.1|DQ022190|Glycopeptides|VanC-type_regulator|VANRC","Glycopeptides","VanC-type regulator","VANRC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9
"887|AY171578.1|AY171578|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETC","Tetracyclines","Tetracycline resistance major facilitator superfamily MFS efflux pumps","TETC",0,0,269,0,38,0,486,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,531,0,0,0,0,123,0,0,0
"890|AJ746361.2|AJ746361|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT2-DPRIME",0,0,193,45,221,0,21,0,12,67,0,92,0,695,0,465,0,28,0,0,101,15,51,0,0,0,0,152,0,0,122
"892|AJ746361.2|AJ746361|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII","Sulfonamides","Sulfonamide-resistant dihydropteroate synthases","SULII",86,65,819,1073,933,222,1083,748,1223,193,589,1102,157,525,1061,62,717,1114,472,1103,222,950,831,1152,892,1063,452,439,158,11,304
"8|AF173226.1|AF173226|Multi-drug_resistance|Multi-drug_efflux_pumps|sme","Multi-drug resistance","Multi-drug efflux pumps","sme",86,0,306,0,236,128,489,0,0,264,0,0,88,0,0,0,0,235,50,0,0,281,320,0,0,0,0,264,0,66,0
"926|AF337947.1|AF337947|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6-PRIME","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH6-PRIME",0,814,767,0,180,1003,978,0,955,785,242,9,714,82,129,238,0,24,1015,514,55,10,919,477,959,34,117,955,0,339,22
"934|X51546.1|X51546|Aminoglycosides|Aminoglycoside_N-acetyltransferases|SAT","Aminoglycosides","Aminoglycoside N-acetyltransferases","SAT",7,283,313,797,504,136,13,798,16,121,790,934,725,0,0,53,790,22,487,0,0,129,40,0,12,40,630,264,1005,252,1003
"937|M94066.1|SMAAACGIC|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,93,19,0,0,53,0,0,0,0,0,0,0
"940|AF028812.1|AF028812|Trimethoprim|Dihydrofolate_reductase|DFRF","Trimethoprim","Dihydrofolate reductase","DFRF",466,846,794,351,825,769,874,280,698,768,859,412,590,465,429,219,234,567,765,771,387,543,788,386,798,260,824,849,82,206,569
"946|DQ464881.1|DQ464881|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII","Sulfonamides","Sulfonamide-resistant dihydropteroate synthases","SULII",1270,823,1041,887,1140,233,634,1333,1330,241,579,791,1216,537,835,213,1316,727,541,878,15,671,729,1095,856,1215,577,727,1075,104,1039
"948|DQ464881.1|DQ464881|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH3-DPRIME",807,737,779,840,741,493,780,827,815,550,766,803,806,798,790,566,821,798,673,806,59,780,803,814,712,821,775,649,353,197,849
"993|AJ511268.1|AJ511268|Phenicol|Phenicol_efflux_pumps|CML","Phenicol","Phenicol efflux pumps","CML",0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0
"AGly|AB104852.1|gene4|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,276,854,233,104,911,174,64,75,508,853,167,0,154,14,170,757,250,0,0,0,681,504,109,44,434,339,1123,0,1133
"AGly|AF047479.2|gene10|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",386,472,1300,961,1580,261,1148,1415,1800,290,823,1174,432,1128,1757,0,1401,1253,458,1764,610,1552,551,1771,1178,1382,722,808,813,0,559
"AGly|AF205943.1|gene15|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,50,286,1157,348,105,1191,303,92,86,677,1189,279,70,149,0,272,826,299,10,0,41,945,597,310,47,593,335,1217,59,1227
"AGly|AF313472.2|gene15|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH3-DPRIME",1180,930,1243,1291,1072,586,1267,1205,1281,846,1114,1229,1123,1224,1228,802,1224,1084,895,1325,53,1274,1305,1288,893,1104,1147,933,457,239,1438
"AGly|AF313472.2|gene16|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH6",1395,1303,1304,1454,1277,1043,1336,1443,1410,781,1332,1429,1389,1265,1355,861,1429,1399,1267,1424,95,1384,1213,1399,1276,1381,1315,1033,828,584,1502
"AGly|AJ487033.2|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT2-DPRIME",0,0,107,45,126,0,0,0,0,0,0,62,0,387,0,230,0,0,0,0,0,0,10,0,0,0,0,0,0,0,95
"AGly|AJ809407.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,57,658,91,0,488,90,63,0,420,604,0,0,344,0,67,194,0,0,0,17,261,322,0,57,403,103,759,0,696
"AGly|AM087405.1|gene3|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,569,0,70,0,0,0,47,0,71,0,30,1010,0,0,0,0,5,0,0,0,204,0,1208,154,50,92,0,0,0
"AGly|APH-Stph|HE579073|1778413-1779213|801|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH3-PRIME",0,0,109,0,71,0,189,0,0,75,0,0,0,0,0,0,0,122,0,0,0,92,258,0,0,0,0,161,0,0,0
"AGly|AY115475.1|gene3|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,69,435,1173,389,171,1193,292,94,100,718,1162,320,114,163,0,291,1066,395,12,0,33,833,752,222,73,618,458,1252,51,1261
"AGly|AY139603.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,217,130,400,32,226,208,678,18,64,153,17,141,514,0,182,309,0,575,0,245,79,653,149,0,41,108,171,0,99
"AGly|AY339625.2|gene5|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH3-PRIME",785,337,1221,541,1011,388,1058,627,921,123,449,613,645,1274,537,956,609,596,955,654,188,1279,1386,1030,572,190,298,1021,74,40,1246
"AGly|AY712687.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT6",568,1294,1421,1233,1320,944,1418,539,1323,1391,1358,1267,916,956,1248,731,564,1160,996,1165,774,1149,1463,1011,850,811,1335,1455,521,468,1226
"AGly|Aac3-IIa|X51534|91-951|861|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
"AGly|Aac3-IId|EU022314|1-861|861|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC3",170,38,0,267,18,132,0,1232,0,0,265,571,113,0,34,0,1174,28,267,0,0,15,17,21,0,52,230,0,197,0,0
"AGly|Aac3-IIe|EU022315|1-861|861|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"AGly|Aac3-Ik|BX571856|765853-766296|444|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC3",0,0,24,0,18,0,37,0,0,11,0,0,0,0,0,0,0,26,0,0,0,24,48,0,0,0,0,22,0,0,0
"AGly|Aac3-VIa|M88012|193-1092|900|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC3",0,0,0,264,0,0,0,19,0,0,0,387,0,0,0,0,24,0,0,0,0,0,0,0,235,19,0,0,0,0,0
"AGly|Aac6-Aph2|M13771|304-1743|1440|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0
"AGly|AadA1-pm|JQ690540|7968-8798|831|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,141,643,1346,567,337,1400,494,174,158,955,1340,485,132,213,0,458,1251,651,32,0,85,1054,1013,387,106,871,626,1354,118,1360
"AGly|AadA11|AJ567827|1-792|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0
"AGly|AadA12|AY665771|1-792|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,28,236,477,246,0,389,300,383,22,444,517,87,162,1189,0,302,573,114,0,0,228,203,1185,197,251,401,101,832,0,717
"AGly|AadA13|AY713504|1-798|798|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0
"AGly|AadA15|DQ393783|1800-2591|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,31,276,497,271,47,383,347,363,24,227,559,110,170,493,0,294,562,118,312,0,214,205,641,211,0,194,120,763,0,766
"AGly|AadA16|EU675686|3197-4042|846|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGly|AadA17|FJ460181|774-1565|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,63,499,493,568,62,434,608,667,29,270,600,120,370,600,0,561,637,121,602,0,510,164,768,468,556,192,172,645,0,500
"AGly|AadA1|M95287|3320-4111|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,684,256,363,0,375,0,52,24,89,205,41,34,102,0,0,693,408,10,0,0,232,594,0,0,77,454,626,0,614
"AGly|AadA21|AY171244|47-838|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,0,698,99,0,499,117,47,17,409,695,0,35,481,0,108,469,0,0,0,0,228,554,0,26,342,0,829,0,779
"AGly|AadA22|AM261837|74-865|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,166,868,170,0,770,207,76,0,594,854,0,86,495,0,192,473,0,15,0,46,533,573,119,66,512,220,922,0,0
"AGly|AadA23|AJ809407|119-898|781|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,55,687,98,0,513,101,55,21,431,632,0,0,0,0,104,182,0,14,0,17,238,317,0,59,375,88,742,0,702
"AGly|AadA24|HQ123586|88-768|781|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,0,0,0,0,30,0,731,0,395,0,0,0,0,0,0,0,0,0,0,0,12,55,0,0,295,0,0,0,0
"AGly|AadA3|AF047479|1296-2087|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,66,605,345,904,47,429,725,1169,20,221,496,34,470,1084,0,652,539,63,1106,164,810,84,1092,564,682,167,200,217,0,121
"AGly|AadA5|AF137361|64-852|789|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",398,59,0,357,30,314,0,16,115,0,192,498,378,0,0,26,14,0,597,724,202,8,29,49,174,1354,158,0,0,0,33
"AGly|AadA6|AF140629|61-906|846|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,390,0,79,0,35,0,47,0,46,0,0,590,0,0,0,0,0,0,0,0,175,0,675,101,55,80,0,0,0
"AGly|AadA8b|AM040708|1174-1965|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,52,781,667,758,93,651,879,1006,45,400,837,77,648,848,0,853,711,146,882,0,851,156,882,769,875,319,210,141,0,268
"AGly|AadA8|AF326210|1-792|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,260,120,553,13,253,0,0,0,90,214,0,0,0,0,0,239,36,0,0,0,32,735,235,0,83,98,144,0,54
"AGly|AadA9|AJ420072|26773-27609|837|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,10,0,0,0,17,0,262,0,0,0,0,0,0,0,0,0,0,0,0,472,9,15,0,0,0,66,0,0,0
"AGly|AadB|JQ690540|4275-4808|534|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT2-DPRIME",0,0,142,49,201,4,11,0,0,75,0,82,0,563,0,368,0,0,5,0,58,19,32,0,0,0,0,164,0,0,156
"AGly|Ant6-Ia|AF330699|22-930|909|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT6",606,1586,1709,1530,1610,1180,1706,618,1643,1694,1676,1530,1094,1130,1524,847,574,1421,1273,1442,895,1379,1727,1177,1105,887,1634,1739,631,555,1492
"AGly|Ant6-Ib|FN594949|27482-28339|858|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT6",0,0,138,21,0,41,0,0,162,109,0,14,0,0,19,0,0,0,97,0,0,0,205,0,0,0,0,205,0,0,0
"AGly|Aph2-Ib|AF207840|272-1171|900|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH2-DPRIME",0,968,927,0,110,1694,1600,0,1528,925,217,0,926,1218,83,577,0,0,1702,533,36,0,1392,561,1639,26,77,1590,0,392,25
"AGly|Aph3-Ia|HQ840942|23569-24384|816|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH3-PRIME",824,859,1045,775,1000,376,829,1163,1268,100,695,894,867,780,1011,304,1190,1103,687,869,358,1072,905,1160,629,653,532,735,121,207,1298
"AGly|Aph3-dprime-Ia|FJ172370|38668-39483|816|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH3-DPRIME",961,393,1431,602,1268,540,1294,674,1134,192,506,723,790,1427,598,1121,640,639,1220,805,229,1517,1555,1233,746,0,350,1216,87,38,1431
"AGly|Aph6-I|X01702|485-1285|801|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH6",0,19,12,353,0,0,22,89,0,0,0,580,0,0,0,0,70,0,0,0,0,0,421,0,0,0,0,111,0,0,0
"AGly|DQ677333.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,270,1022,293,85,1030,228,95,55,569,1050,218,66,0,0,236,739,261,0,0,27,802,456,259,80,513,296,1120,37,1124
"AGly|GU060319.1|gene3|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,0,199,918,223,76,929,199,50,41,476,919,168,0,0,0,188,610,159,0,0,32,776,366,254,61,415,268,1159,47,1157
"AGly|KJ363320.1|gene3|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",40,90,1101,651,1124,99,746,1254,1351,59,352,918,102,882,1224,22,1209,967,228,1241,443,1223,207,1243,1063,1207,258,266,286,0,318
"AGly|M86913.1|gene3|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT3-DPRIME",0,93,452,1192,402,169,1225,312,91,86,766,1192,311,113,163,0,312,1094,437,16,0,39,858,762,198,80,695,478,1268,37,1275
"AGly|NC_004973.1.1149626|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH6",1443,1350,1601,1501,1307,1031,1496,1449,1475,1337,1359,1456,1410,1278,1462,845,1441,1446,1276,1588,117,1421,1533,1464,1308,1427,1369,1206,757,547,1536
"AGly|NC_004973.1.1449625|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH3-DPRIME",1227,1069,1532,1317,1201,754,1538,1273,1357,1207,1456,1313,1195,1293,1347,966,1253,1144,1005,1510,180,1353,1545,1499,1037,1133,1462,1421,620,363,1429
"AGly|NC_005024.2598370|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC6-PRIME",0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,30,0,0,0
"AGly|NC_009838.1.5616796|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3","Aminoglycosides","Aminoglycoside N-acetyltransferases","AAC3",0,0,0,460,0,0,0,44,0,0,0,689,0,0,0,0,43,0,18,0,0,0,0,0,496,33,0,0,0,0,0
"AGly|Sat4A|X92945|38870-39412|543|Aminoglycosides|Aminoglycoside_N-acetyltransferases|SAT","Aminoglycosides","Aminoglycoside N-acetyltransferases","SAT",490,1024,1014,939,1012,1028,1026,648,1020,1019,1016,920,975,925,952,770,655,949,1026,1019,741,915,1026,924,1011,728,1003,1023,353,595,918
"AGly|Sph|AY037297|3548-2706|801|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH6",0,33,19,474,0,0,30,119,0,0,0,785,0,0,0,0,99,0,0,0,0,0,538,0,0,27,0,117,0,0,0
"AGly|StrA|AB366441|22458-23261|804|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME","Aminoglycosides","Aminoglycoside O-phosphotransferases","APH3-DPRIME",1469,1240,1529,1492,1412,914,1534,1476,1542,1204,1461,1501,1421,1495,1533,1115,1469,1350,1217,1547,144,1532,1529,1543,1254,1311,1476,1327,763,408,1550
"AGly|Str|X92946|18908-18060|849|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6","Aminoglycosides","Aminoglycoside O-nucleotidyltransferases","ANT6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773
"AGly|U01945.1|gene1|Aminoglycosides|Aminoglycoside_N-acetyltransferases|SAT","Aminoglycosides","Aminoglycoside N-acetyltransferases","SAT",326,946,951,777,904,960,946,478,937,915,903,734,829,790,808,592,474,795,968,910,572,773,973,758,909,548,880,947,230,441,745
