F2O7_S29_L004,F2R23_S11_L004,F1O10_S21_L004,F2R33_S16_L004,F1O8_S19_L004,F2O15_S33_L004,F1O9_S20_L004,F2R24_S12_L004,F1R11_S9_L004,F1O11_S22_L004,F2R26_S13_L004,F2R35_S17_L004,F2O1_S26_L004,F204_S27_L004,F1R5_S6_L004,F2O9_S30_L004,F2R22_S10_L004,F1O12_S23_L004,F2O14_S32_L004,F1R3_S4_L004,F1R9_S8_L004,F1O13_S24_L004,F1O14_S25_L004,F1R1_S3_L004,F2O12_S31_L004,F2R30_S15_L004,F2R28_S14_L004,F1O3_S18_L004,F1R7_S7_L004,F2O5_S28_L004,F1R4_S5_L004
Bla|CMY-17|AY513266|165-1310|1146|betalactams|Class_C_betalactamases|CMY,893.0,0,0,75.0,0,234.0,0,564.0,78.0,0,76.0,167.0,628.0,0,0,0,459.0,422.0,385.0,234.0,0,0,0,606.0,0,0,0,0,0,0,0
gi|46370396|gb|AY589495.1|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0,38.0,0,0,0,0,0,0,0,0,0,0,0
Bla|TEM-164|EU274580|215-1075|861|betalactams|Class_A_betalactamases|TEM,688.0,222.0,116.0,602.0,102.0,192.0,19.0,473.0,637.0,0,435.0,847.0,471.0,0,396.0,0,475.0,105.0,339.0,606.0,0,0,14.0,680.0,281.0,341.0,202.0,0,0,0,0
Tet|tetA_5_AJ419171|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,1492.0,1182.0,1404.0,1836.0,1537.0,1214.0,1159.0,1695.0,1751.0,123.0,1481.0,1825.0,1523.0,993.0,1648.0,417.0,1698.0,1650.0,1599.0,1672.0,431.0,1471.0,314.0,1698.0,917.0,1854.0,1415.0,777.0,368.0,472.0,269.0
Bla|TEM-112|AY589493|167-1027|861|betalactams|Class_A_betalactamases|TEM,65.0,106.0,0,42.0,0,53.0,0,96.0,43.0,0,25.0,80.0,0,0,0,0,82.0,0,85.0,39.0,0,0,0,39.0,0,0,0,0,0,0,0
ACou|CP002695.1|gene1273|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,185.0,0,164.0,94.0,313.0,0,0,162.0,0,0,91.0,0,0,0,0,145.0,0,0,0,192.0,224.0,0,85.0,0,0,209.0,0,0,0
CARD|phgb|D78168|536-1592|ARO:3000206|emrK|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRK,1924.0,1592.0,1526.0,2031.0,1087.0,1968.0,425.0,2027.0,2028.0,113.0,2053.0,2032.0,1925.0,1803.0,1953.0,341.0,2026.0,2041.0,1854.0,1971.0,386.0,1237.0,502.0,2035.0,1964.0,1989.0,2038.0,1319.0,506.0,115.0,44.0
CARD|phgb|AM087454|208-1069|ARO:3001015|TEM-148|betalactams|Class_A_betalactamases|TEM,511.0,110.0,55.0,462.0,66.0,112.0,14.0,328.0,484.0,0,280.0,686.0,347.0,0,281.0,8.0,318.0,66.0,217.0,414.0,0,0,0,484.0,194.0,226.0,129.0,0,8.0,14.0,0
gi|344179208|gb|JF460796.1|betalactams|Class_C_betalactamases|CMY,860.0,0,0,88.0,0,184.0,0,488.0,70.0,0,65.0,125.0,573.0,0,0,0,423.0,407.0,359.0,245.0,0,0,0,553.0,0,0,37.0,0,0,0,0
Sul|NC_002695.1.916103|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,1006.0,414.0,289.0,1087.0,732.0,859.0,131.0,1163.0,1089.0,22.0,1014.0,1118.0,1039.0,351.0,995.0,137.0,1136.0,740.0,903.0,1064.0,35.0,336.0,65.0,1142.0,826.0,1030.0,933.0,186.0,25.0,24.0,0
Phe|CmlA1|M64556|601-1860|1260|Phenicol|Phenicol_efflux_pumps|CML,0,0,0,0,52.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.0,0,0
gi|77158012|gb|DQ211987.1|betalactams|Class_A_betalactamases|CTX,36.0,0,0,162.0,0,0,0,0,0,0,0,153.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,154.0,0,0,0,0,0
1482|HF953351.1|HF953351|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETH,1156.0,0,1996.0,16.0,1534.0,917.0,330.0,85.0,291.0,1634.0,38.0,0,892.0,1523.0,0,23.0,127.0,0,1789.0,178.0,38.0,1116.0,1795.0,471.0,210.0,103.0,45.0,751.0,2226.0,0,2304.0
AGly|aadA1_5_JQ480156|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,190.0,560.0,1290.0,656.0,195.0,991.0,642.0,79.0,224.0,916.0,1278.0,648.0,95.0,158.0,47.0,644.0,900.0,563.0,10.0,0,186.0,677.0,619.0,190.0,87.0,833.0,671.0,1456.0,210.0,1465.0
Bla|TEM-122|AY307100|1-861|861|betalactams|Class_A_betalactamases|TEM,710.0,201.0,135.0,642.0,104.0,248.0,0,543.0,672.0,0,468.0,911.0,527.0,0,432.0,0,495.0,149.0,380.0,657.0,0,0,0,713.0,333.0,349.0,207.0,20.0,0,0,0
424|D85892.1|D85892|MLS|Macrolide_phosphotransferases|MPHB,0,0,317.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.0,1602.0,0,211.0
Bla|TEM-143|DQ075245|218-1078|861|betalactams|Class_A_betalactamases|TEM,462.0,119.0,62.0,364.0,72.0,109.0,0,310.0,463.0,0,237.0,581.0,294.0,14.0,212.0,0,269.0,53.0,235.0,377.0,0,0,0,412.0,142.0,199.0,109.0,0,10.0,0,0
Bla|TEM-207_1_KC818234|betalactams|Class_A_betalactamases|TEM,626.0,112.0,88.0,483.0,75.0,153.0,0,418.0,589.0,0,315.0,728.0,412.0,0,345.0,0,432.0,115.0,258.0,492.0,0,0,0,566.0,261.0,254.0,171.0,0,0,0,0
1707|EU259884.2|EU259884|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,0,36.0,88.0,301.0,116.0,86.0,5.0,198.0,32.0,10.0,213.0,352.0,146.0,0,12.0,7.0,190.0,486.0,222.0,0,0,24.0,9.0,308.0,50.0,0,141.0,45.0,809.0,47.0,805.0
Bla|TEM-79|AF190692|209-1069|861|betalactams|Class_A_betalactamases|TEM,398.0,184.0,0,352.0,0,97.0,0,300.0,386.0,0,242.0,506.0,269.0,0,223.0,0,298.0,0,155.0,330.0,0,0,0,374.0,162.0,195.0,115.0,0,0,0,0
gi|6176541|gb|AF190692.1|betalactams|Class_A_betalactamases|TEM,605.0,199.0,97.0,471.0,91.0,229.0,0,455.0,531.0,0,351.0,752.0,374.0,0,336.0,0,413.0,125.0,414.0,481.0,0,0,0,536.0,253.0,267.0,171.0,0,37.0,18.0,0
gi|283465830|emb|FN546177.1|betalactams|Class_C_betalactamases|CMY,335.0,0,0,0,0,0,0,173.0,0,0,0,48.0,230.0,0,0,0,150.0,129.0,0,53.0,0,0,0,183.0,0,0,19.0,0,0,0,0
Bla|AF118110.1|gene1|betalactams|Class_A_betalactamases|CFX,0,286.0,195.0,0,0,151.0,0,0,0,116.0,198.0,0,0,264.0,0,0,0,0,577.0,0,0,0,301.0,0,0,0,140.0,149.0,0,0,0
gi|530776686|emb|HG423149.1|betalactams|Class_A_betalactamases|CTX,0,0,0,20.0,0,0,0,107.0,0,0,0,133.0,0,0,0,0,113.0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0
MLS|MphA|DQ445270|1626-2531|1230|MLS|Macrolide_phosphotransferases|MPHA,569.0,1469.0,1583.0,1126.0,1504.0,518.0,1025.0,1570.0,1648.0,13.0,70.0,1438.0,504.0,0,1571.0,0,1510.0,586.0,991.0,1367.0,783.0,25.0,48.0,1411.0,1518.0,1660.0,42.0,312.0,201.0,0,40.0
Tet|tetA_3_AY196695|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,1552.0,1381.0,1594.0,1761.0,1650.0,1425.0,1411.0,1721.0,1756.0,0,1591.0,1748.0,1613.0,1268.0,1677.0,587.0,1715.0,1654.0,1643.0,1652.0,662.0,1533.0,0,1704.0,1216.0,1815.0,1534.0,1041.0,556.0,684.0,0
Bla|TEM-71|AF203816|211-1071|861|betalactams|Class_A_betalactamases|TEM,0,0,0,34.0,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,0,0
Bla|CTX-M-9_7AJ416345|betalactams|Class_A_betalactamases|CTX,110.0,0,0,343.0,0,98.0,0,0,0,0,75.0,327.0,118.0,0,0,0,0,0,0,0,0,0,0,0,101.0,266.0,0,0,0,0,0
Bla|TEM-98|AF397067|1-861|861|betalactams|Class_A_betalactamases|TEM,335.0,229.0,0,278.0,0,307.0,0,334.0,336.0,0,210.0,414.0,249.0,0,182.0,0,290.0,52.0,536.0,321.0,0,0,0,322.0,120.0,171.0,83.0,0,0,0,0
gi|256862199|gb|GQ390807.1|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tet|TetW|AJ222769|3687-5606|1920|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,1096.0,3683.0,3672.0,3353.0,3590.0,3678.0,3706.0,3122.0,3670.0,3674.0,3650.0,3272.0,3634.0,3473.0,3342.0,3600.0,2916.0,3587.0,3692.0,3648.0,2357.0,3470.0,3691.0,3474.0,3472.0,2760.0,3627.0,3684.0,1085.0,2335.0,2906.0
Sul|sul1_33_AJ564903|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,59.0,66.0,644.0,925.0,769.0,174.0,874.0,609.0,1035.0,170.0,424.0,920.0,152.0,441.0,906.0,62.0,579.0,935.0,348.0,903.0,180.0,752.0,666.0,973.0,674.0,940.0,386.0,264.0,83.0,14.0,302.0
Elf|NC_002952.2860408|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,133.0,0,83.0,0,116.0,51.0,135.0,0,0,116.0,0,0,93.0,0,0,0,0,0,164.0,0,0,91.0,193.0,0,0,0,0,115.0,79.0,0,548.0
1888|AF322577.2|AF322577|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0
CARD|phgb|AY033516|2835-3711|ARO:3001880|CTX-M-17|betalactams|Class_A_betalactamases|CTX,404.0,107.0,0,1143.0,0,417.0,0,87.0,0,0,340.0,1136.0,409.0,0,0,0,99.0,0,143.0,0,0,0,0,0,423.0,907.0,357.0,0,0,0,0
145|JF769133.1|JF769133|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,405.0,328.0,382.0,42.0,362.0,424.0,507.0,0,174.0,383.0,46.0,341.0,551.0,0,409.0,483.0,98.0,0,0,0,106.0,666.0,379.0,0,120.0,115.0,322.0,0,404.0
Elf|FQ312006.1|gene760|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,72.0,0,90.0,0,64.0,49.0,0,68.0,0,64.0,0,0,47.0,696.0,0,187.0,58.0,0,213.0,0,0,0,0,0,0,0,0,0,0,0,0
CARD|phgb|X95401|208-1069|ARO:3000914|TEM-45|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,0,0
Bla|cepA_6_FR688022|betalactams|Class_A_betalactamases|CEPA,1295.0,376.0,0,0,49.0,1192.0,207.0,300.0,0,67.0,149.0,0,1165.0,1584.0,451.0,358.0,367.0,714.0,1531.0,527.0,0,0,310.0,0,12.0,0,108.0,0,0,0,0
Sul|sul1_19_DQ125241|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,54.0,52.0,744.0,958.0,811.0,204.0,950.0,703.0,1098.0,208.0,558.0,971.0,131.0,508.0,926.0,65.0,650.0,1008.0,403.0,931.0,212.0,837.0,735.0,1011.0,756.0,922.0,420.0,326.0,146.0,0,265.0
CARD|phgb|HF953351|2461-3358|ARO:3002255|CARB-16|betalactams|Class_A_betalactamases|CARB,28.0,0,0,0,20.0,22.0,38.0,0,0,15.0,0,0,0,0,0,0,0,23.0,30.0,0,0,17.0,40.0,0,34.0,0,0,32.0,1597.0,27.0,1645.0
Bla|CTX-M-99|HM803271|1-876|876|betalactams|Class_A_betalactamases|CTX,239.0,41.0,0,669.0,0,214.0,0,39.0,0,0,150.0,643.0,200.0,0,0,0,42.0,0,91.0,0,0,0,0,0,226.0,552.0,173.0,0,0,0,0
gi|1524022|emb|X95401.1|betalactams|Class_A_betalactamases|TEM,0,0,0,0,0,0,0,0,0,0,0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,0
Gly|VanH-B|AF192329|27871-28842|972|Glycopeptides|VanB-type_resistance_protein|VANHB,0,0,21.0,0,0,0,134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGly|AadA22|AM261837|74-865|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,166.0,868.0,170.0,0,770.0,207.0,76.0,0,594.0,854.0,0,86.0,495.0,0,192.0,473.0,0,15.0,0,46.0,533.0,573.0,119.0,66.0,512.0,220.0,922.0,0,0
Bla|SHV-99|AM922305|1-861|861|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503|FJ848785.1|FJ848785|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,210.0,52.0,0,343.0,24.0,127.0,0,1339.0,0,0,316.0,711.0,165.0,0,25.0,0,1280.0,53.0,306.0,0,0,23.0,20.0,19.0,0,75.0,244.0,10.0,222.0,0,0
AGly|M86913.1|gene3|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,93.0,452.0,1192.0,402.0,169.0,1225.0,312.0,91.0,86.0,766.0,1192.0,311.0,113.0,163.0,0,312.0,1094.0,437.0,16.0,0,39.0,858.0,762.0,198.0,80.0,695.0,478.0,1268.0,37.0,1275.0
Tet|tetG_1_AJ276217|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETG,0,0,102.0,0,26.0,0,103.0,0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,53.0,0,0,0,0,59.0,0,0,0
CARD|phgb|U00096|2367070-2368039|ARO:3003578|PmrF|Cationic_antimicrobial_peptides|Lipid_A_modification|PMRF,297.0,0,0,287.0,0,0,0,257.0,279.0,0,399.0,371.0,0,0,479.0,0,280.0,233.0,0,264.0,43.0,0,0,346.0,196.0,0,315.0,0,25.0,0,0
gi|306773837|dbj|AB587082.1|betalactams|Class_C_betalactamases|CMY,934.0,0,0,111.0,0,229.0,0,507.0,84.0,0,97.0,174.0,661.0,0,0,0,500.0,418.0,416.0,247.0,0,0,0,633.0,0,0,34.0,0,0,0,0
415|AF367983.2|AF367983|betalactams|Class_A_betalactamases|BLA1,0,0,318.0,0,342.0,0,520.0,0,0,316.0,0,0,0,0,0,0,0,355.0,0,0,0,338.0,537.0,0,6.0,0,0,428.0,0,0,0
Bla|TEM-135|JQ060998|1-861|861|betalactams|Class_A_betalactamases|TEM,210.0,90.0,33.0,191.0,0,304.0,0,151.0,213.0,0,101.0,308.0,136.0,0,98.0,0,142.0,0,511.0,203.0,0,0,0,193.0,0,96.0,0,0,0,0,0
Fos|fosA_3_NZ_ACWO01000079|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,0,10.0,0,0,0,0,0,90.0,7.0,0,0,0,0,0,0,0,102.0,14.0,0,0,0,0,0,0,7.0,0,0,11.0,0,0,0
Bla|NC_009487.5167689|betalactams|Penicillin_binding_protein|MECA,0,0,57.0,0,68.0,0,98.0,0,0,53.0,0,0,0,0,0,0,0,66.0,0,0,0,57.0,171.0,0,0,0,0,142.0,0,0,0
Bla|SHV-147|JX121114|1-858|858|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gi|401871160|gb|JX121118.1|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252|FJ744595.1|FJ744595|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRD,0,224.0,0,274.0,323.0,0,0,1102.0,273.0,61.0,0,274.0,0,0,0,0,1028.0,410.0,238.0,242.0,0,256.0,97.0,0,270.0,0,0,281.0,0,0,0
11|DQ679966.1|DQ679966|Multi-drug_resistance|Multi-drug_efflux_pumps|ACRB,2283.0,1085.0,805.0,2143.0,1344.0,1952.0,627.0,2450.0,2302.0,0,2702.0,2538.0,2001.0,1176.0,2142.0,381.0,2452.0,2361.0,1724.0,2093.0,356.0,1425.0,340.0,2452.0,1747.0,1894.0,2342.0,890.0,244.0,0,0
Flq|QnrS|FJ418153|1-657|657|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,0,56.0,0,101.0,0,0,0,373.0,0,0,0,90.0,0,0,0,0,395.0,0,0,0,0,0,0,0,0,28.0,0,0,0,0,0
Bla|ROB-1|AF022114|303-1220|918|betalactams|Class_A_betalactamases|ROB,0,0,1363.0,0,999.0,0,0,0,0,22.0,0,0,0,1106.0,0,665.0,0,0,0,0,0,811.0,0,0,0,0,0,60.0,74.0,0,0
gi|48734421|gb|AY628175.1|betalactams|Class_A_betalactamases|TEM,384.0,159.0,0,0,0,86.0,0,253.0,360.0,0,0,469.0,0,0,0,0,264.0,0,203.0,0,0,0,0,0,165.0,178.0,0,0,0,0,0
ACou|CP000647.1|gene3444|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,0,0,0,0,0,0,712.0,0,0,0,0,0,0,0,0,768.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|CMY-94|JX514368|272-1417|1146|betalactams|Class_C_betalactamases|CMY,900.0,0,0,75.0,0,223.0,0,517.0,71.0,0,93.0,137.0,628.0,0,0,0,477.0,395.0,359.0,191.0,0,0,0,595.0,0,0,62.0,0,0,0,0
Rif|NC_002951.3236234|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.0,0,0,0,0,0,0,0,0
CARD|phgb|L20573|1317-1944|ARO:3002988|bcrB|Bacitracin|Bacitracin_ABC_transporter|BCRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,0,0,0,0,0,18.0,0,0,0,0,0,0
Bla|SHV-1_15_FJ668804|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,0,0,0,0,0,0,0,0,0,31.0,0,0,0
Bla|mecA_10_AB512767|betalactams|Penicillin_binding_protein|MECA,0,0,44.0,0,44.0,0,60.0,0,0,27.0,0,0,0,0,0,0,0,0,0,0,0,30.0,50.0,0,0,0,0,44.0,0,0,0
Tet|TetS|L09756|447-2372|1926|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,23.0,0,186.0,0,239.0,0,340.0,0,0,207.0,0,0,0,0,0,0,0,212.0,0,0,0,271.0,364.0,0,0,0,0,343.0,262.0,32.0,971.0
Phe|AJ549214.1|gene2|Phenicol|Phenicol_efflux_pumps|FEXA,0,0,18.0,0,0,0,65.0,95.0,0,0,0,0,0,0,0,0,93.0,0,0,0,0,0,0,0,0,60.0,0,0,237.0,0,1889.0
CARD|pvgb|NC_007779|3323917-3324766|ARO:3003386|Escherichia|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,942.0,779.0,808.0,1169.0,842.0,1295.0,501.0,1333.0,1140.0,143.0,1434.0,1230.0,1250.0,1001.0,1056.0,141.0,1346.0,1382.0,1071.0,1132.0,202.0,1150.0,285.0,1366.0,1155.0,1110.0,1402.0,931.0,208.0,66.0,0
CARD|phgb|Y10278|0-876|ARO:3001866|CTX-M-3|betalactams|Class_A_betalactamases|CTX,0,0,0,30.0,0,0,0,0,0,0,0,69.0,0,0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gi|558607391|gb|KF513178.1|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246|DQ679966.1|DQ679966|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rif|NC_002745.1123305|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,138.0,0,102.0,0,234.0,0,0,121.0,0,0,0,0,0,0,0,118.0,0,0,0,117.0,274.0,0,0,0,0,169.0,0,0,0
AGly|AY139603.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,217.0,130.0,400.0,32.0,226.0,208.0,678.0,18.0,64.0,153.0,17.0,141.0,514.0,0,182.0,309.0,0,575.0,0,245.0,79.0,653.0,149.0,0,41.0,108.0,171.0,0,99.0
gi|56554766|gb|AY847145.1|betalactams|Class_A_betalactamases|CTX,441.0,96.0,0,951.0,0,377.0,0,109.0,0,0,343.0,892.0,377.0,36.0,0,0,111.0,0,166.0,0,0,0,0,0,382.0,802.0,371.0,0,0,0,0
gi|160948452|emb|AM176554.2|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tet|Tet-33|AJ420072|22940-24163|1224|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33,0,0,2080.0,16.0,1698.0,0,2318.0,0,1830.0,293.0,67.0,0,97.0,123.0,0,50.0,0,42.0,0,0,178.0,1630.0,1823.0,1712.0,45.0,19.0,35.0,1198.0,137.0,0,386.0
gi|380035723|dbj|AB703103.1|betalactams|Class_A_betalactamases|CTX,216.0,33.0,0,697.0,0,236.0,0,35.0,0,0,168.0,674.0,199.0,13.0,0,0,49.0,0,60.0,0,0,0,0,0,212.0,506.0,143.0,0,0,0,0
Flq|CP000647.1|gene2640|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,136.0,0,0,0,0,0,1257.0,0,0,0,0,0,0,0,0,1238.0,117.0,0,0,0,0,0,0,0,0,0,99.0,0,0,0
Rif|AE016830.1|gene3155|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,0,0,189.0,177.0,1667.0,0,0,0,0,0,0,0,208.0,120.0,0,408.0,0,0,0,0,0,204.0,0,0,189.0,0,4485.0
Sul|sul1_9_AY963803|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,67.0,92.0,1075.0,1226.0,1118.0,269.0,1353.0,921.0,1497.0,470.0,661.0,1306.0,303.0,629.0,1226.0,142.0,840.0,1260.0,739.0,1248.0,338.0,1141.0,1108.0,1421.0,1157.0,1178.0,570.0,565.0,181.0,28.0,478.0
143|unknown_id|unknown_name|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,1093.0,0,1172.0,12.0,1136.0,1057.0,695.0,183.0,247.0,995.0,66.0,9.0,992.0,1126.0,0,42.0,181.0,0,1186.0,338.0,76.0,1096.0,1160.0,679.0,332.0,152.0,68.0,853.0,1190.0,12.0,1193.0
Bla|TEM-135_1_GQ896333|betalactams|Class_A_betalactamases|TEM,453.0,112.0,68.0,423.0,78.0,150.0,0,267.0,439.0,0,238.0,600.0,336.0,0,223.0,0,290.0,77.0,276.0,411.0,0,0,0,433.0,187.0,203.0,149.0,0,0,0,0
Bla|mecA_14_AB505630|betalactams|Penicillin_binding_protein|MECA,0,0,0,0,48.0,0,48.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,59.0,0,0,0,0,0,0,0,0
Bla|AmpC2|Ecoli|CP002970|332756-333889|1134|betalactams|Class_C_betalactamases|BLAEC,2118.0,1712.0,1680.0,2127.0,1787.0,2129.0,1088.0,2149.0,2151.0,300.0,2181.0,2162.0,2130.0,1884.0,2139.0,678.0,2156.0,2148.0,2101.0,2152.0,692.0,1907.0,661.0,2160.0,2090.0,2084.0,2162.0,1677.0,629.0,173.0,74.0
gi|4557167|gb|AF104442.1|betalactams|Class_A_betalactamases|TEM,133.0,399.0,26.0,122.0,27.0,430.0,0,365.0,0,0,85.0,217.0,99.0,0,112.0,0,252.0,0,657.0,181.0,0,0,0,132.0,51.0,102.0,63.0,0,110.0,0,0
Phe|Dha1|BA000018|2517801-2518988|1188|Phenicol|Phenicol_efflux_pumps|dha,0,0,291.0,0,203.0,0,464.0,0,0,206.0,0,0,0,0,0,0,0,239.0,0,0,0,215.0,518.0,0,0,0,0,288.0,0,0,0
gi|237846382|gb|FJ919776.1|betalactams|Class_A_betalactamases|TEM,249.0,468.0,30.0,220.0,44.0,284.0,0,390.0,246.0,0,127.0,323.0,187.0,0,135.0,0,358.0,0,535.0,251.0,0,12.0,0,209.0,92.0,145.0,55.0,0,68.0,0,0
gi|145975406|gb|EF534736.1|betalactams|Class_A_betalactamases|TEM,531.0,134.0,90.0,472.0,89.0,161.0,0,373.0,502.0,0,339.0,743.0,375.0,0,302.0,0,347.0,104.0,231.0,473.0,0,0,0,511.0,243.0,240.0,163.0,0,0,0,0
gi|257152901|emb|AJ555823.2|betalactams|Class_C_betalactamases|CMY,660.0,0,0,42.0,0,151.0,0,380.0,67.0,0,87.0,91.0,461.0,0,0,0,337.0,326.0,284.0,144.0,0,0,0,373.0,0,0,22.0,0,0,0,0
Bla|SHV-161|JX121128|1-861|861|betalactams|Class_A_betalactamases|SHV,0,0,0,0,0,0,0,31.0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bla|KF526115.1|gene1|betalactams|Class_C_betalactamases|CMY,457.0,0,0,0,0,100.0,0,248.0,34.0,0,0,0,314.0,0,0,0,257.0,193.0,163.0,125.0,0,0,0,289.0,0,0,0,0,0,0,0
Bla|TEM-182|HQ317449|1-861|861|betalactams|Class_A_betalactamases|TEM,351.0,0,45.0,274.0,34.0,69.0,8.0,198.0,320.0,0,176.0,474.0,237.0,0,136.0,0,202.0,49.0,129.0,253.0,0,0,0,331.0,94.0,157.0,70.0,10.0,0,0,0
Mdr|NC_002516.2.880362|Multi-drug_resistance|MDR_regulator|tetR|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0
Bla|CTX-M-82_1_DQ256091|betalactams|Class_A_betalactamases|CTX,0,0,0,24.0,0,0,0,92.0,0,0,0,80.0,0,0,0,0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
